policy_id,issue_age,duration_years,account_value,guarantee_base,product_type,equity_allocation,guarantee_moneyness
1359,61,6,55566.27,73007.24,VA_GMWB,0.993,0.761
1360,51,4,94034.89,134411.42,VA_GMWB,0.308,0.7
1361,47,2,54765.94,49372.29,VA_GMWB,0.243,1.109
1362,55,12,50000.0,44800.11,FIA_CAPPED,0.615,1.116
1363,57,6,50000.0,62924.62,VA_GMAB,0.548,0.795
1364,67,4,76373.73,76031.22,VA_GMWB,0.647,1.005
1365,60,6,50000.0,40825.61,VA_GMAB,0.404,1.225
1366,68,7,78236.33,92176.62,FIA_CAPPED,0.438,0.849
1367,67,4,50000.0,55704.57,VA_GMAB,0.286,0.898
1368,64,7,50000.0,49533.5,VA_GMAB,0.865,1.009
1369,57,10,91822.96,94460.78,VA_GMAB,0.403,0.972
1370,72,1,105270.32,105406.46,FIA_CAPPED,0.312,0.999
1371,58,5,73567.1,67492.38,VA_GMAB,0.421,1.09
1372,61,11,122499.12,135661.39,VA_GMAB,0.223,0.903
1373,52,11,50000.0,52359.94,VA_GMWB,0.293,0.955
1374,48,10,50016.66,40934.03,FIA_UNCAPPED,0.522,1.222
1375,70,11,136405.46,160770.9,VA_GMWB,0.798,0.848
1376,73,10,50000.0,47556.42,VA_GMAB,0.471,1.051
1377,74,7,50000.0,62612.89,VA_GMAB,0.569,0.799
1378,56,5,66273.92,61901.76,VA_GMWB,0.903,1.071
1379,56,13,64368.77,66733.76,VA_GMWB,0.927,0.965
1380,66,9,50000.0,44016.84,FIA_UNCAPPED,0.211,1.136
1381,69,8,188126.77,198703.31,FIA_UNCAPPED,0.381,0.947
1382,48,3,88375.02,91028.08,FIA_UNCAPPED,0.707,0.971
1383,49,1,50000.0,50132.99,VA_GMWB,0.995,0.997
1384,64,6,69551.07,70606.55,FIA_CAPPED,0.648,0.985
1385,69,7,92209.48,92031.53,VA_GMWB,0.3,1.002
1386,58,6,72227.82,87476.12,VA_GMWB,0.876,0.826
1387,65,3,50000.0,50448.43,VA_GMWB,0.927,0.991
1388,47,4,58127.91,65638.05,VA_GMAB,0.907,0.886
1389,48,12,50000.0,60515.27,FIA_CAPPED,0.402,0.826
1390,53,14,50000.0,58490.57,FIA_UNCAPPED,0.286,0.855
1391,59,8,99464.94,121639.59,VA_GMAB,0.763,0.818
1392,59,3,137399.66,112915.92,FIA_CAPPED,0.771,1.217
1393,59,9,165570.36,142564.14,VA_GMWB,0.99,1.161
1394,62,3,50000.0,40000.0,VA_GMWB,0.966,1.25
1395,69,3,66552.93,82296.0,VA_GMWB,0.816,0.809
1396,55,10,67380.97,64339.72,VA_GMAB,0.351,1.047
1397,45,8,242159.41,301388.85,VA_GMWB,0.749,0.803
1398,46,3,50000.0,63546.88,FIA_CAPPED,0.753,0.787
1399,59,14,57991.13,69557.62,VA_GMWB,0.989,0.834
1400,64,7,59772.3,63406.64,VA_GMAB,0.885,0.943
1401,53,4,50000.0,46022.81,VA_GMAB,0.28,1.086
1402,67,8,50000.0,64801.84,VA_GMWB,0.982,0.772
1403,63,8,90710.29,95872.53,FIA_UNCAPPED,0.84,0.946
1404,47,5,50000.0,59088.25,FIA_CAPPED,0.292,0.846
1405,53,8,50000.0,42331.69,VA_GMAB,0.718,1.181
1406,49,11,55952.0,71730.11,FIA_CAPPED,0.806,0.78
1407,69,3,74469.21,70586.65,VA_GMAB,0.284,1.055
1408,60,5,56967.73,68575.31,VA_GMWB,0.67,0.831
1409,45,3,52343.46,58167.21,VA_GMAB,0.227,0.9
1410,56,4,71696.22,85501.58,VA_GMAB,0.963,0.839
1411,70,4,167782.59,134226.08,VA_GMWB,0.823,1.25
1412,72,1,251649.28,285281.25,FIA_UNCAPPED,0.68,0.882
1413,48,8,109052.39,145484.72,VA_GMWB,0.312,0.75
1414,60,12,50000.0,53296.62,VA_GMAB,0.966,0.938
1415,50,13,117522.67,116437.15,FIA_CAPPED,0.707,1.009
1416,65,11,121369.76,123111.9,VA_GMWB,0.952,0.986
1417,62,3,50000.0,40000.0,VA_GMWB,0.879,1.25
1418,51,3,50000.0,46005.83,VA_GMAB,0.488,1.087
1419,61,9,71313.59,73366.3,VA_GMAB,0.27,0.972
1420,45,6,122251.52,136010.62,VA_GMWB,0.928,0.899
1421,47,1,65502.91,61784.42,VA_GMWB,0.78,1.06
1422,64,13,50000.0,47405.21,VA_GMAB,0.956,1.055
1423,49,14,159846.45,147347.27,VA_GMWB,0.396,1.085
1424,54,14,50000.0,55324.4,VA_GMWB,0.62,0.904
1425,64,8,72975.33,58380.26,VA_GMWB,0.733,1.25
1426,54,12,69187.92,84168.38,FIA_UNCAPPED,0.769,0.822
1427,68,3,132903.45,122642.48,VA_GMAB,0.346,1.084
1428,60,6,50000.0,54415.07,FIA_CAPPED,0.405,0.919
1429,55,7,50000.0,40825.71,VA_GMWB,0.633,1.225
1430,60,5,52467.57,51188.4,VA_GMAB,0.282,1.025
1431,64,12,56685.2,71279.67,FIA_CAPPED,0.85,0.795
1432,68,11,73142.78,92519.12,FIA_CAPPED,0.81,0.791
1433,71,4,71611.15,90388.62,VA_GMWB,0.788,0.792
1434,57,12,116748.07,152188.89,VA_GMWB,0.258,0.767
1435,74,11,53449.67,52184.02,FIA_UNCAPPED,0.237,1.024
1436,55,14,68239.77,83345.77,FIA_CAPPED,0.846,0.819
1437,48,10,50000.0,50777.65,FIA_UNCAPPED,0.927,0.985
1438,65,7,74856.99,82862.65,VA_GMAB,0.494,0.903
1439,46,12,96808.02,85422.48,VA_GMWB,0.695,1.133
1440,60,7,103979.76,95303.35,FIA_UNCAPPED,0.684,1.091
1441,73,5,50000.0,44547.83,FIA_CAPPED,0.701,1.122
1442,54,1,89082.81,96315.8,VA_GMWB,0.728,0.925
1443,65,12,147984.39,187593.73,FIA_UNCAPPED,0.763,0.789
1444,59,12,87232.66,102680.47,FIA_CAPPED,0.373,0.85
1445,65,1,95703.78,102077.59,VA_GMAB,0.721,0.938
1446,69,9,74396.79,88411.13,VA_GMWB,0.533,0.841
1447,70,10,54229.02,58973.31,VA_GMWB,0.589,0.92
1448,48,12,63003.75,64081.34,VA_GMWB,0.605,0.983
1449,56,10,50000.0,45256.74,FIA_CAPPED,0.622,1.105
1450,46,7,172250.93,145062.34,VA_GMAB,0.918,1.187
1451,68,1,50000.0,55351.88,VA_GMAB,0.789,0.903
1452,62,3,57933.91,46347.12,VA_GMAB,0.909,1.25
1453,51,6,73554.24,74862.0,FIA_UNCAPPED,0.51,0.983
1454,69,13,90801.9,107615.29,VA_GMAB,0.672,0.844
1455,64,1,237662.78,284700.62,FIA_CAPPED,0.995,0.835
1456,57,13,50000.0,57257.49,FIA_UNCAPPED,0.899,0.873
1457,72,4,103900.6,116198.28,FIA_CAPPED,0.693,0.894
1458,45,6,54278.09,50445.78,VA_GMAB,0.381,1.076
1459,71,8,112095.18,138091.24,VA_GMWB,0.266,0.812
1460,61,10,71543.68,89196.51,VA_GMWB,0.785,0.802
1461,66,14,50000.0,56327.14,FIA_CAPPED,0.293,0.888
1462,46,5,62487.97,51269.54,VA_GMAB,0.504,1.219
1463,68,3,50000.0,50619.77,FIA_UNCAPPED,0.326,0.988
1464,48,7,117625.89,132806.64,FIA_CAPPED,0.862,0.886
1465,53,8,50000.0,60328.74,VA_GMWB,0.959,0.829
1466,48,12,50000.0,54915.86,FIA_CAPPED,0.686,0.91
1467,68,12,87212.19,84835.08,FIA_CAPPED,0.839,1.028
1468,46,3,50000.0,47978.59,VA_GMWB,0.666,1.042
1469,66,5,50000.0,52411.49,VA_GMWB,0.864,0.954
1470,45,8,86383.69,89269.81,VA_GMWB,0.519,0.968
1471,71,7,56354.67,71146.13,VA_GMAB,0.652,0.792
1472,66,6,84738.94,83452.58,VA_GMAB,0.45,1.015
1473,63,13,52602.33,57731.96,VA_GMAB,0.784,0.911
1474,50,3,121840.39,152262.14,VA_GMAB,0.536,0.8
1475,50,10,50000.0,40000.0,VA_GMAB,0.385,1.25
1476,67,11,100747.13,97823.75,VA_GMWB,0.768,1.03
1477,48,7,96718.99,88716.94,FIA_UNCAPPED,0.429,1.09
1478,50,5,171263.14,149012.62,VA_GMWB,0.361,1.149
1479,56,14,58115.18,70891.22,FIA_CAPPED,0.314,0.82
1480,58,3,50000.0,57454.87,FIA_UNCAPPED,0.31,0.87
1481,73,6,50000.0,41832.89,FIA_CAPPED,0.722,1.195
1482,61,13,50000.0,44892.46,FIA_UNCAPPED,0.53,1.114
1483,46,13,99108.54,88221.12,FIA_CAPPED,0.55,1.123
1484,49,6,74284.39,73622.24,VA_GMAB,0.802,1.009
1485,62,11,92094.15,80482.39,FIA_CAPPED,0.598,1.144
1486,61,13,62365.15,51646.33,FIA_UNCAPPED,0.482,1.208
1487,46,8,50000.0,49644.64,VA_GMWB,0.859,1.007
1488,71,11,69190.31,56846.57,VA_GMWB,0.74,1.217
1489,63,2,71204.18,67375.76,FIA_UNCAPPED,0.693,1.057
1490,74,10,50000.0,56306.28,FIA_CAPPED,0.25,0.888
1491,67,4,68708.67,80768.79,VA_GMWB,0.959,0.851
1492,72,13,68898.86,84525.52,FIA_UNCAPPED,0.763,0.815
1493,58,1,50000.0,49872.96,FIA_UNCAPPED,0.799,1.003
1494,50,2,50000.0,52973.94,FIA_CAPPED,0.757,0.944
1495,52,5,50000.0,57424.81,VA_GMAB,0.557,0.871
1496,51,10,123680.07,165480.05,VA_GMAB,0.313,0.747
1497,63,1,66865.24,63759.19,VA_GMAB,0.319,1.049
1498,70,12,191222.06,198103.69,VA_GMWB,0.782,0.965
1499,61,5,62260.6,74872.61,VA_GMAB,0.437,0.832
1500,50,7,115763.88,173645.82,FIA_CAPPED,0.522,0.667
1501,51,13,55527.4,63963.66,VA_GMAB,0.96,0.868
1502,64,14,50000.0,56528.6,VA_GMAB,0.201,0.885
1503,57,3,125021.92,119182.97,FIA_UNCAPPED,0.63,1.049
1504,69,12,50918.13,61808.93,VA_GMAB,0.872,0.824
1505,48,9,53498.18,51330.25,FIA_CAPPED,0.471,1.042
1506,51,12,87782.28,97680.7,FIA_CAPPED,0.432,0.899
1507,62,1,50000.0,52521.19,VA_GMWB,0.861,0.952
1508,50,6,54704.12,48887.83,VA_GMWB,0.727,1.119
1509,55,3,86712.11,85227.64,VA_GMWB,0.608,1.017
1510,60,9,50000.0,55809.15,VA_GMAB,0.382,0.896
1511,54,10,64492.14,85293.95,FIA_UNCAPPED,0.829,0.756
1512,72,13,50000.0,56354.24,VA_GMAB,0.561,0.887
1513,58,8,84069.87,85733.73,FIA_UNCAPPED,0.414,0.981
1514,73,6,50000.0,54048.25,VA_GMWB,0.216,0.925
1515,47,3,50000.0,46616.38,FIA_CAPPED,0.231,1.073
1516,45,11,95905.94,110644.45,VA_GMWB,0.518,0.867
1517,70,11,64272.28,76928.56,FIA_UNCAPPED,0.85,0.835
1518,50,8,50668.21,40534.57,VA_GMAB,0.725,1.25
1519,47,13,146081.56,142223.23,FIA_UNCAPPED,0.385,1.027
1520,48,5,50000.0,52974.8,VA_GMWB,0.741,0.944
1521,61,8,92034.24,106047.39,VA_GMWB,0.228,0.868
1522,72,9,50000.0,45429.25,VA_GMAB,0.753,1.101
1523,72,12,80323.58,86409.56,VA_GMWB,0.26,0.93
1524,64,12,80048.93,97034.65,VA_GMWB,0.948,0.825
1525,64,7,50784.74,50532.24,VA_GMAB,0.589,1.005
1526,49,13,53917.7,64484.29,VA_GMAB,0.416,0.836
1527,63,6,64444.15,84322.9,VA_GMAB,0.361,0.764
1528,74,11,140054.03,112043.22,VA_GMWB,0.534,1.25
1529,71,9,50000.0,56613.78,FIA_UNCAPPED,0.458,0.883
1530,73,7,99932.96,79946.37,VA_GMAB,0.818,1.25
1531,65,14,90269.26,79603.58,VA_GMAB,0.985,1.134
1532,70,3,138207.53,170440.33,VA_GMAB,0.816,0.811
1533,56,12,50000.0,47458.68,VA_GMAB,0.409,1.054
1534,69,5,50000.0,57483.22,VA_GMWB,0.857,0.87
1535,64,7,52053.13,58624.5,VA_GMWB,0.703,0.888
1536,45,13,50000.0,54023.64,FIA_UNCAPPED,0.398,0.926
1537,55,6,126084.16,153145.07,VA_GMAB,0.916,0.823
1538,54,5,57362.54,53726.42,FIA_CAPPED,0.651,1.068
1539,57,2,92266.59,108741.27,FIA_CAPPED,0.373,0.848
1540,66,5,89088.46,77087.14,FIA_UNCAPPED,0.75,1.156
1541,61,14,72261.36,61389.9,FIA_UNCAPPED,0.401,1.177
1542,74,5,79815.12,78559.43,FIA_UNCAPPED,0.386,1.016
1543,71,12,62815.28,72687.37,VA_GMAB,0.646,0.864
1544,64,14,71244.67,65086.3,FIA_CAPPED,0.888,1.095
1545,53,6,50000.0,50044.56,VA_GMWB,0.751,0.999
1546,65,7,75648.64,72182.27,VA_GMWB,0.704,1.048
1547,65,8,50000.0,50756.44,FIA_CAPPED,0.216,0.985
1548,63,2,60206.73,59343.93,VA_GMAB,0.258,1.015
1549,51,5,55373.73,67974.2,FIA_UNCAPPED,0.85,0.815
1550,73,10,69685.65,86972.78,VA_GMAB,0.931,0.801
1551,65,5,134737.81,130191.95,VA_GMWB,0.882,1.035
1552,74,6,55335.72,65871.56,VA_GMAB,0.569,0.84
1553,65,12,89375.19,96125.24,VA_GMAB,0.652,0.93
1554,58,10,50000.0,58578.65,FIA_UNCAPPED,0.238,0.854
1555,65,7,54354.26,55191.2,FIA_CAPPED,0.74,0.985
1556,56,8,51459.33,54365.01,FIA_UNCAPPED,0.933,0.947
1557,72,11,50000.0,44837.39,VA_GMWB,0.359,1.115
1558,62,4,50000.0,65473.66,VA_GMWB,0.875,0.764
1559,59,11,94111.74,86392.85,VA_GMWB,0.661,1.089
1560,55,8,50000.0,40841.24,FIA_CAPPED,0.63,1.224
1561,45,8,148805.79,150751.89,FIA_UNCAPPED,0.815,0.987
1562,58,1,50000.0,47558.85,VA_GMAB,0.445,1.051
1563,70,13,102263.18,81810.55,FIA_CAPPED,0.932,1.25
1564,48,8,50000.0,59116.41,FIA_UNCAPPED,0.843,0.846
1565,50,4,113033.33,132251.2,FIA_CAPPED,0.548,0.855
1566,72,14,160029.46,191305.3,VA_GMAB,0.776,0.837
1567,73,9,72305.93,89069.25,VA_GMWB,0.707,0.812
1568,74,5,50000.0,45296.13,FIA_CAPPED,0.745,1.104
1569,61,13,100810.59,98732.61,VA_GMWB,0.556,1.021
1570,70,4,131635.47,126800.95,VA_GMAB,0.756,1.038
1571,52,11,78969.59,98591.58,VA_GMAB,0.26,0.801
1572,74,2,100601.22,117450.42,FIA_UNCAPPED,0.281,0.857
1573,72,5,116517.38,106035.31,VA_GMWB,0.449,1.099
1574,69,5,50000.0,57500.18,VA_GMWB,0.3,0.87
1575,74,1,92820.56,90371.83,VA_GMAB,0.793,1.027
1576,59,6,139415.22,148478.12,VA_GMWB,0.467,0.939
1577,54,1,55687.66,66589.99,VA_GMAB,0.423,0.836
1578,56,10,84755.83,98420.72,FIA_CAPPED,0.913,0.861
1579,48,11,50000.0,42014.78,FIA_CAPPED,0.628,1.19
1580,58,4,50000.0,61805.69,VA_GMAB,0.312,0.809
1581,62,8,50000.0,55724.24,FIA_UNCAPPED,0.925,0.897
1582,53,1,121925.55,146118.21,VA_GMWB,0.299,0.834
1583,62,14,168923.07,143765.49,VA_GMWB,0.724,1.175
1584,46,3,50000.0,45896.17,VA_GMAB,0.475,1.089
1585,56,13,52869.21,55776.71,FIA_CAPPED,0.309,0.948
1586,55,12,70569.88,71268.4,VA_GMAB,0.568,0.99
1587,46,6,57486.54,45989.23,FIA_CAPPED,0.405,1.25
1588,63,12,55350.06,56899.94,VA_GMAB,0.923,0.973
1589,51,1,50000.0,55731.15,VA_GMAB,0.597,0.897
1590,53,8,50000.0,47053.31,FIA_CAPPED,0.767,1.063
1591,67,10,50000.0,52164.7,FIA_UNCAPPED,0.623,0.959
1592,45,2,50000.0,57733.65,FIA_CAPPED,0.573,0.866
1593,62,11,50033.96,48803.98,FIA_UNCAPPED,0.864,1.025
1594,69,8,62864.7,80565.4,VA_GMAB,0.773,0.78
1595,70,10,92975.29,114379.93,FIA_UNCAPPED,0.995,0.813
1596,64,7,50000.0,58872.23,VA_GMAB,0.817,0.849
1597,65,1,59127.69,63162.56,VA_GMWB,0.672,0.936
1598,50,6,50000.0,46177.77,FIA_UNCAPPED,0.229,1.083
1599,65,2,50000.0,56658.71,FIA_CAPPED,0.594,0.882
1600,71,14,50000.0,46392.83,VA_GMAB,0.577,1.078
1601,74,4,69868.75,74394.52,VA_GMWB,0.202,0.939
1602,69,2,72494.05,84076.22,VA_GMAB,0.956,0.862
1603,61,7,50000.0,53836.14,VA_GMWB,0.818,0.929
1604,49,13,91936.14,107698.1,FIA_UNCAPPED,0.612,0.854
1605,56,4,57648.27,70582.51,FIA_UNCAPPED,0.929,0.817
1606,45,5,68459.58,61445.23,FIA_UNCAPPED,0.519,1.114
1607,59,8,99967.09,99560.8,VA_GMAB,0.647,1.004
1608,50,12,78585.25,79649.98,FIA_UNCAPPED,0.754,0.987
1609,62,6,51865.38,62167.66,FIA_UNCAPPED,0.359,0.834
1610,69,6,50000.0,58549.36,VA_GMAB,0.473,0.854
1611,56,6,110242.81,145815.07,FIA_UNCAPPED,0.801,0.756
1612,45,9,50000.0,57853.29,FIA_CAPPED,0.615,0.864
1613,74,1,61966.72,67980.22,FIA_CAPPED,0.74,0.912
1614,58,14,77122.54,97419.74,FIA_CAPPED,0.61,0.792
1615,45,10,70750.39,89180.64,VA_GMAB,0.97,0.793
1616,51,4,50000.0,40000.0,VA_GMAB,0.826,1.25
1617,63,5,83292.68,94351.5,VA_GMAB,0.288,0.883
1618,47,12,50000.0,52002.78,VA_GMWB,0.481,0.961
1619,50,9,50000.0,62899.21,VA_GMWB,0.802,0.795
1620,52,11,50000.0,49484.42,FIA_UNCAPPED,0.707,1.01
1621,52,5,64161.59,83529.76,FIA_UNCAPPED,0.786,0.768
1622,48,6,66139.29,73917.43,VA_GMWB,0.236,0.895
1623,56,8,121276.22,149950.96,FIA_CAPPED,0.85,0.809
1624,60,1,83969.71,112057.06,VA_GMAB,0.676,0.749
1625,45,3,50000.0,55180.16,FIA_UNCAPPED,0.307,0.906
1626,56,5,50000.0,58376.55,VA_GMWB,0.717,0.857
1627,66,5,97189.82,80947.04,FIA_CAPPED,0.995,1.201
1628,51,14,95952.42,105236.84,FIA_CAPPED,0.78,0.912
1629,56,12,65863.76,75576.19,VA_GMAB,0.73,0.871
1630,59,11,90908.34,116419.65,VA_GMWB,0.422,0.781
1631,46,8,120800.6,98590.71,VA_GMAB,0.506,1.225
1632,49,3,65905.59,58632.19,VA_GMWB,0.413,1.124
1633,46,6,50000.0,50787.19,VA_GMWB,0.582,0.985
1634,59,1,50000.0,51143.87,VA_GMAB,0.986,0.978
1635,72,4,50000.0,67422.12,VA_GMAB,0.46,0.742
1636,62,2,50000.0,51662.48,VA_GMWB,0.525,0.968
1637,72,2,57894.58,60993.12,FIA_UNCAPPED,0.299,0.949
1638,70,1,85318.69,79138.6,VA_GMAB,0.537,1.078
1639,67,5,88992.11,99638.81,FIA_CAPPED,0.742,0.893
1640,47,6,124207.95,130942.38,FIA_CAPPED,0.37,0.949
1641,57,3,50000.0,60778.82,VA_GMWB,0.756,0.823
1642,62,2,50000.0,50441.01,VA_GMAB,0.415,0.991
1643,72,6,122217.52,151169.85,VA_GMWB,0.215,0.808
1644,71,3,50000.0,49238.49,VA_GMAB,0.407,1.015
1645,72,1,50000.0,47849.66,VA_GMAB,0.722,1.045
1646,61,4,50000.0,50693.35,FIA_CAPPED,0.68,0.986
1647,48,6,76329.17,69926.24,VA_GMWB,0.892,1.092
1648,58,9,50774.37,52454.86,VA_GMWB,0.294,0.968
1649,55,2,88989.99,104954.67,FIA_UNCAPPED,0.653,0.848
1650,50,2,60913.58,64311.34,VA_GMAB,0.797,0.947
1651,61,10,63015.28,67600.5,VA_GMAB,0.761,0.932
1652,67,14,144974.96,140031.7,VA_GMAB,0.474,1.035
1653,57,5,126417.29,116659.1,FIA_CAPPED,0.74,1.084
1654,67,5,147885.95,162025.93,FIA_CAPPED,0.372,0.913
1655,60,8,50000.0,54842.85,FIA_CAPPED,0.75,0.912
1656,48,6,55069.21,69055.98,VA_GMWB,0.549,0.797
1657,74,6,104970.44,96190.97,FIA_UNCAPPED,0.552,1.091
1658,70,10,50000.0,62330.15,VA_GMAB,0.349,0.802
1659,56,4,53125.14,63375.07,VA_GMWB,0.833,0.838
1660,60,1,69815.52,74706.48,VA_GMAB,0.866,0.935
1661,60,12,75503.53,91837.14,FIA_CAPPED,0.754,0.822
1662,74,5,103467.22,104163.53,VA_GMAB,0.224,0.993
1663,73,11,50000.0,44285.22,FIA_UNCAPPED,0.436,1.129
1664,73,14,50000.0,53714.87,FIA_UNCAPPED,0.6,0.931
1665,63,10,64537.3,55709.02,VA_GMAB,0.261,1.158
1666,62,2,78312.5,117468.75,FIA_CAPPED,0.766,0.667
1667,71,1,50000.0,51961.57,FIA_UNCAPPED,0.226,0.962
1668,48,6,67833.19,75233.71,VA_GMAB,0.833,0.902
1669,58,10,50000.0,50431.49,VA_GMWB,0.466,0.991
1670,73,13,55826.82,51437.35,VA_GMAB,0.486,1.085
1671,72,11,98817.46,104401.47,VA_GMWB,0.445,0.947
1672,67,9,50000.0,54206.69,FIA_CAPPED,0.324,0.922
1673,45,10,50000.0,44499.37,VA_GMAB,0.375,1.124
1674,71,5,50000.0,59214.1,VA_GMWB,0.778,0.844
1675,66,7,85394.55,108877.7,VA_GMWB,0.673,0.784
1676,46,14,70102.43,76004.38,FIA_CAPPED,0.845,0.922
1677,69,10,124016.42,125802.42,VA_GMAB,0.671,0.986
1678,68,12,53534.54,42827.63,FIA_CAPPED,0.997,1.25
1679,71,11,66960.95,66963.92,FIA_CAPPED,0.845,1.0
1680,70,7,143069.94,147020.19,VA_GMWB,0.527,0.973
1681,45,12,64513.06,65764.6,FIA_UNCAPPED,0.718,0.981
1682,64,14,95004.61,116234.71,VA_GMAB,0.587,0.817
1683,72,10,88084.75,72689.26,VA_GMAB,0.393,1.212
1684,62,12,50000.0,46054.42,VA_GMAB,0.273,1.086
1685,71,9,54253.51,69277.84,FIA_CAPPED,0.244,0.783
1686,71,5,62324.05,54797.6,VA_GMAB,0.529,1.137
1687,54,13,50000.0,55202.52,FIA_UNCAPPED,0.96,0.906
1688,59,6,51220.78,61920.7,VA_GMAB,0.417,0.827
1689,60,8,81688.2,86427.51,FIA_UNCAPPED,0.707,0.945
1690,58,13,82451.13,109667.08,FIA_UNCAPPED,0.686,0.752
1691,45,7,50000.0,50977.16,VA_GMAB,0.398,0.981
1692,62,10,57672.28,68774.59,FIA_UNCAPPED,0.714,0.839
1693,52,12,77739.3,71683.65,VA_GMAB,0.963,1.084
1694,48,9,50000.0,43596.28,VA_GMAB,0.789,1.147
1695,55,13,50000.0,56053.71,FIA_CAPPED,0.235,0.892
1696,49,7,95502.16,86390.26,VA_GMAB,0.582,1.105
1697,45,10,76966.71,84066.36,VA_GMAB,0.866,0.916
1698,53,12,50000.0,50305.3,VA_GMAB,0.578,0.994
1699,63,10,50000.0,59613.45,VA_GMWB,0.211,0.839
1700,72,11,50000.0,40987.83,VA_GMWB,0.646,1.22
1701,65,9,50000.0,60547.55,FIA_CAPPED,0.437,0.826
1702,50,12,72253.19,69297.06,VA_GMAB,0.234,1.043
1703,65,4,50000.0,48333.5,FIA_UNCAPPED,0.285,1.034
1704,65,6,76708.58,64370.16,VA_GMAB,0.256,1.192
1705,50,1,125414.29,115174.98,VA_GMAB,0.412,1.089
1706,73,13,50000.0,51918.64,FIA_CAPPED,0.211,0.963
1707,49,13,50000.0,44488.79,VA_GMWB,0.234,1.124
1708,58,10,63289.32,65485.03,FIA_CAPPED,0.794,0.966
1709,56,2,128087.09,154124.64,VA_GMAB,0.657,0.831
1710,64,1,81000.88,86779.83,VA_GMWB,0.651,0.933
1711,61,7,61392.95,68794.22,VA_GMWB,0.505,0.892
1712,54,5,50000.0,49901.84,VA_GMAB,0.392,1.002
1713,56,1,67514.68,64247.1,FIA_CAPPED,0.507,1.051
1714,58,8,50000.0,41494.23,VA_GMAB,0.782,1.205
1715,48,10,50000.0,45422.52,FIA_UNCAPPED,0.759,1.101
1716,45,13,92804.75,107729.27,VA_GMAB,0.269,0.861
1717,52,11,64561.53,73283.27,FIA_CAPPED,0.433,0.881
1718,60,10,50000.0,53207.91,FIA_UNCAPPED,0.553,0.94
1719,54,12,50000.0,60036.35,VA_GMAB,0.58,0.833
1720,46,10,50000.0,59741.26,FIA_UNCAPPED,0.206,0.837
1721,48,2,50000.0,59436.72,VA_GMWB,0.817,0.841
1722,51,12,50000.0,47269.53,FIA_CAPPED,0.925,1.058
1723,50,11,71091.93,74829.87,VA_GMWB,0.643,0.95
1724,51,7,99795.38,104578.71,VA_GMWB,0.67,0.954
1725,47,9,52522.61,53073.29,VA_GMAB,0.609,0.99
1726,64,11,65242.5,79879.5,VA_GMWB,0.944,0.817
1727,48,12,50000.0,43689.85,VA_GMWB,0.983,1.144
1728,69,11,103341.51,129845.89,VA_GMAB,0.555,0.796
1729,71,10,50000.0,51418.13,VA_GMAB,0.587,0.972
1730,51,1,75367.98,91239.76,VA_GMAB,0.258,0.826
1731,72,14,50000.0,59468.43,VA_GMWB,0.588,0.841
1732,50,13,54374.27,71731.49,FIA_CAPPED,0.591,0.758
1733,53,7,51700.75,50651.22,VA_GMWB,0.302,1.021
1734,65,1,50000.0,58431.16,VA_GMAB,0.965,0.856
1735,56,12,73371.26,74995.64,FIA_UNCAPPED,0.218,0.978
1736,58,5,50000.0,63871.22,VA_GMWB,0.336,0.783
1737,51,12,50000.0,58283.92,VA_GMAB,0.495,0.858
1738,50,2,77544.04,62035.23,VA_GMWB,0.368,1.25
1739,65,4,131141.71,133776.29,FIA_CAPPED,0.262,0.98
1740,64,5,62281.43,77937.23,VA_GMAB,0.894,0.799
1741,71,2,50000.0,60805.57,FIA_CAPPED,0.519,0.822
1742,49,9,106041.68,106516.55,VA_GMWB,0.815,0.996
1743,66,1,50000.0,45672.31,VA_GMWB,0.344,1.095
1744,53,4,69627.43,89869.29,VA_GMAB,0.475,0.775
1745,55,4,50000.0,58074.72,FIA_CAPPED,0.936,0.861
1746,57,1,50000.0,59143.7,VA_GMAB,0.93,0.845
1747,53,7,100839.73,86227.13,VA_GMAB,0.941,1.169
1748,71,2,50000.0,67922.29,FIA_CAPPED,0.85,0.736
1749,62,10,123009.48,114436.31,VA_GMWB,0.31,1.075
1750,56,9,50000.0,53583.76,FIA_UNCAPPED,0.319,0.933
1751,74,9,50000.0,60747.27,FIA_UNCAPPED,0.322,0.823
1752,50,7,111956.1,111821.88,VA_GMAB,0.294,1.001
1753,50,4,85866.77,77354.28,VA_GMWB,0.207,1.11
1754,58,1,50000.0,61960.68,VA_GMWB,0.407,0.807
1755,58,9,74162.78,65134.88,VA_GMWB,0.308,1.139
1756,59,14,64408.68,85645.24,VA_GMAB,0.972,0.752
1757,63,12,50000.0,51903.96,VA_GMWB,0.956,0.963
1758,60,11,71429.29,57143.43,FIA_CAPPED,0.685,1.25
1759,72,9,61162.57,72616.53,FIA_CAPPED,0.946,0.842
1760,64,5,73890.61,79649.11,VA_GMAB,0.474,0.928
1761,45,5,66317.6,83558.47,VA_GMAB,0.808,0.794
1762,47,2,144058.63,152675.21,VA_GMWB,0.256,0.944
1763,74,5,50000.0,51906.48,VA_GMWB,0.59,0.963
1764,65,4,85034.14,98691.83,FIA_CAPPED,0.56,0.862
1765,65,11,52544.01,55357.18,VA_GMWB,0.592,0.949
1766,62,14,50000.0,45911.6,VA_GMWB,0.563,1.089
1767,74,5,103839.23,113767.04,FIA_CAPPED,0.6,0.913
